filename,0,1,2,3,4,5
IMG_20180213_172902.jpg,0.0642074,0.0021161505,0.47624105,0.0063084466,0.007968006,0.44315895
IMG_20180213_175902.jpg,0.012732879,0.06520709,0.04985179,0.0250581,0.7859386,0.061211564
IMG_20180213_175744.jpg,0.003974479,0.0009205414,0.94830954,0.004310465,0.038873382,0.0036115386
IMG_20180213_175720.jpg,0.0002788666,0.011696594,0.9874275,0.0002991157,0.0002159759,8.201227e-05
IMG_20180213_175751.jpg,0.0051236106,0.00092811155,0.9856123,0.001658011,0.0050130477,0.0016649474
IMG_20180213_173729.jpg,0.025427748,0.022124838,0.13052814,0.05124672,0.6189364,0.15173616
IMG_20180213_174711.jpg,0.00063135056,0.00971509,0.020687955,0.0007949691,0.016158374,0.95201224
IMG_20180213_175928.jpg,0.0064607086,0.0014759522,0.9828029,0.0011907367,0.0037158835,0.0043538515
IMG_20180213_175916.jpg,0.003721128,0.028021261,0.9322884,0.0020316795,0.009720547,0.024216978
IMG_20180213_172456.jpg,0.85111094,0.0106859,0.060504004,0.06804559,0.0077163773,0.0019372209
IMG_20180213_180039.jpg,0.04683219,0.03324257,0.8410961,0.016495265,0.047065962,0.015267918
IMG_20180213_172739.jpg,0.00835515,0.007336243,0.015430436,0.95613515,0.01136004,0.0013829505
IMG_20180213_175036.jpg,0.2824296,0.04191579,0.0113422265,0.019092806,0.6250359,0.020183688
IMG_20180213_172726.jpg,0.0023784714,0.001007528,0.013781899,0.95859367,0.020384522,0.0038538405
IMG_20180213_172651.jpg,0.002475766,0.0016056976,0.019626664,0.9725906,0.003525237,0.00017603414
IMG_20180213_175555.jpg,0.0017908831,0.0022020624,0.0014170079,0.0035520208,0.9851987,0.0058394135
IMG_20180213_172615.jpg,0.0026674701,0.008739237,0.03177399,0.94095033,0.015341612,0.0005273362
IMG_20180213_173004.jpg,0.013096615,0.035924282,0.93690974,0.0035488477,0.0010073688,0.009513208
IMG_20180213_172950.jpg,0.015628358,0.019864757,0.26233894,0.021670321,0.45517418,0.22532344
IMG_20180213_172943.jpg,0.15710999,0.12431377,0.39072725,0.035547726,0.13756476,0.15473644
IMG_20180213_172736.jpg,0.0006980523,0.0006229779,0.0097494535,0.9848787,0.0038011433,0.00024969035
IMG_20180213_175224.jpg,0.13063726,0.009627959,0.058633957,0.057496242,0.047623597,0.69598097
IMG_20180213_172431.jpg,0.24117154,0.039111476,0.010470053,0.2667655,0.43419933,0.008282091
IMG_20180213_172436.jpg,0.72507143,0.0042106663,0.0040349853,0.1744488,0.08956808,0.002666024
IMG_20180213_172722.jpg,0.008867483,0.0038158884,0.021327063,0.96152353,0.0025866234,0.0018795003
IMG_20180213_172911.jpg,0.04698768,0.00031087882,0.006671803,0.0038492854,0.022036785,0.92014354
IMG_20180213_175925.jpg,0.10368332,0.099572405,0.61259973,0.027625557,0.10631124,0.05020771
IMG_20180213_172913.jpg,0.028035127,0.0011604857,0.07673746,0.03951243,0.09492511,0.7596294
IMG_20180213_172921.jpg,0.040777165,0.0041036354,0.06497412,0.089605495,0.39546484,0.4050748
IMG_20180213_173217.jpg,0.001515356,0.9926843,0.0026015919,0.00083133945,0.0019114545,0.000456002
IMG_20180213_175131.jpg,0.005936003,0.0026379065,0.002131493,0.0023083822,0.97962177,0.0073643955
IMG_20180213_175032.jpg,0.008541172,0.0029365602,0.004514179,0.008967164,0.97398245,0.0010585004
IMG_20180213_175306.jpg,0.020260878,0.0013194634,0.004502297,0.016661076,0.9550062,0.0022501815
IMG_20180213_173740.jpg,0.011741718,0.021602757,0.050719544,0.0355402,0.6669405,0.21345523
IMG_20180213_174948.jpg,0.014197635,0.0015992519,0.0016217222,0.008847543,0.9718431,0.0018906724
IMG_20180213_173056.jpg,0.0015595384,0.98772556,0.010289225,0.00016626217,8.56991e-05,0.00017364607
IMG_20180213_175756.jpg,0.044321418,0.0036722678,0.88114214,0.0035933335,0.05515954,0.01211128
IMG_20180213_175141.jpg,0.0055590183,0.0026371977,0.009133228,0.010742899,0.9666471,0.005280603
IMG_20180213_175439.jpg,0.18806657,0.021302553,0.014299496,0.0028749013,0.007741198,0.7657153
IMG_20180213_173818.jpg,0.00033197427,0.12770945,0.8695994,0.0016340059,0.00048591013,0.00023921614
IMG_20180213_175106.jpg,0.0038671163,0.0033110306,0.008026763,0.0048414776,0.958046,0.02190766
IMG_20180213_175550.jpg,0.0031721874,0.00085693016,0.0010244099,0.0013783573,0.97448254,0.019085657
IMG_20180213_174936.jpg,0.11829004,0.009653067,0.004457716,0.020930108,0.8445543,0.0021147993
IMG_20180213_175835.jpg,0.5520782,0.02642064,0.011818582,0.04406721,0.25275624,0.11285918
IMG_20180213_174620.jpg,0.00025376803,0.009438271,0.968833,0.002306367,0.003998114,0.015170425
IMG_20180213_175848.jpg,0.68379176,0.01500157,0.0189043,0.029239252,0.1087237,0.14433938
IMG_20180213_180139.jpg,0.8967946,0.0049902857,0.015797017,0.024084972,0.048724048,0.009609046
IMG_20180213_173749.jpg,0.0005816126,0.98664606,0.008235858,0.00094544643,0.0018012234,0.0017898158
IMG_20180213_174706.jpg,0.011647123,0.13471572,0.06481225,0.0050513986,0.057465833,0.7263077
IMG_20180213_175432.jpg,0.042206116,0.009136196,0.03913735,0.00056822284,0.008724448,0.9002277
IMG_20180213_173018.jpg,0.006357392,0.44850403,0.518222,0.021206215,0.0036957236,0.0020146796
IMG_20180213_174727.jpg,0.0019897304,0.10873239,0.7980713,0.0013009723,0.001829563,0.08807604
IMG_20180213_175507.jpg,0.9453847,0.0025848101,0.002087873,0.001170322,0.0020199106,0.046752468
IMG_20180213_175205.jpg,0.19913177,0.001738725,0.009846993,0.08663153,0.602168,0.10048299
IMG_20180213_173744.jpg,0.012638371,0.0071986667,0.09710542,0.051480524,0.56501424,0.2665628
IMG_20180213_180109.jpg,0.53091365,0.0053267246,0.051234692,0.034075037,0.37284666,0.005603254
IMG_20180213_174657.jpg,0.00017639417,0.011189063,0.98425364,0.0004422934,0.00094379863,0.00299476
IMG_20180213_175159.jpg,0.02904317,0.022396628,0.21808982,0.05159324,0.65057415,0.02830302
IMG_20180213_180112.jpg,0.039085545,0.0068715904,0.02405081,0.009982672,0.846075,0.07393434
IMG_20180213_180146.jpg,0.6643408,0.0031912725,0.0084740855,0.04306346,0.27593827,0.0049920753
IMG_20180213_174724.jpg,0.0039249724,0.47409266,0.17949982,0.0007430236,0.0062011625,0.33553833
IMG_20180213_172618.jpg,0.011069087,0.00559915,0.0182247,0.9450036,0.019821975,0.0002814592
IMG_20180213_173040.jpg,0.002861464,0.8686593,0.11800717,0.005010489,0.0025377276,0.002923872
IMG_20180213_174718.jpg,0.0010010031,0.015736155,0.19007029,0.0039745523,0.013866756,0.7753513
IMG_20180213_175623.jpg,0.0037311802,0.0015110171,0.0003054464,0.00908287,0.9705767,0.014792781
